last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Adell, Jo,666176,LAA,CUKC,Curveball,-4.5,-3,72,13.2,18,0.111,0.167,0.119,48.5,66.7,42.9,0.114,0.142,0.112,16.7
Casali, Curt,592200,CIN,SL,Slider,-0.7,-1,91,22,18,0.133,0.333,0.278,40,50,25,0.107,0.211,0.227,33.3
Seager, Corey,608369,LAD,FC,Cutter,-0.9,-1,55,6.8,18,0.235,0.471,0.319,32.3,22.2,30.8,0.269,0.55,0.362,46.2
Trevino, Jose,624431,TEX,SIFT,Sinker,-5.2,-3,65,20.9,18,0.133,0.133,0.147,27.3,22.2,26.7,0.295,0.452,0.36,53.8
Tellez, Rowdy,642133,TOR,SL,Slider,-2,-1,67,15.2,18,0.188,0.188,0.189,27.3,16.7,18.8,0.124,0.171,0.151,21.4
Castellanos, Nick,592206,CIN,CH,Changeup,-3.2,-2,69,7.1,18,0.118,0.235,0.178,46.5,22.2,17.4,0.165,0.334,0.236,38.5
Martínez, José,500874,CHC,SIFT,Sinker,-3.5,-2,61,15.5,18,0.133,0.133,0.217,13.3,11.1,14.3,0.176,0.182,0.253,38.5
Vargas, Ildemaro,545121,CHC,FF,4-Seamer,-0.2,0,83,35.2,18,0.412,0.647,0.431,12.2,11.1,8,0.252,0.399,0.273,43.8
Alfaro, Jorge,595751,MIA,SIFT,Sinker,-1.1,-1,49,14.3,18,0.353,0.412,0.358,17.9,27.8,50,0.264,0.317,0.282,50
Narváez, Omar,553882,MIL,CUKC,Curveball,1.1,1,78,14.1,18,0.313,0.375,0.347,29.7,27.8,16.7,0.242,0.328,0.299,18.2
Narváez, Omar,553882,MIL,SIFT,Sinker,-2.2,-2,74,13.4,18,0.143,0.143,0.256,25,33.3,27.3,0.168,0.194,0.279,25
Arcia, Orlando,606115,MIL,FC,Cutter,-4,-2,55,7.8,18,0.25,0.5,0.358,30.8,11.1,66.7,0.23,0.381,0.311,57.1
Ruiz, Rio,547004,BAL,FC,Cutter,0.3,0,58,7.4,18,0.188,0.438,0.308,21.9,16.7,13.6,0.117,0.207,0.202,15.4
Alberto, Hanser,593643,BAL,FC,Cutter,1.7,1,70,9.2,18,0.471,0.588,0.478,10.3,11.1,12.5,0.253,0.374,0.295,26.7
Solak, Nick,669256,TEX,FC,Cutter,-3.8,-2,55,6.1,18,0.235,0.294,0.258,30.3,27.8,38.5,0.194,0.279,0.233,41.7
Kieboom, Carter,666198,WSH,CH,Changeup,-2.4,-2,72,13.4,18,0.214,0.214,0.267,40.5,55.6,28.6,0.214,0.252,0.3,0
Mullins, Cedric,656775,BAL,CH,Changeup,-3.8,-2,64,10.6,18,0.167,0.167,0.15,12.8,11.1,10.5,0.239,0.298,0.234,25
Thames, Eric,519346,WSH,SIFT,Sinker,-0.6,0,77,13.3,18,0.154,0.154,0.344,17.6,11.1,11.8,0.293,0.469,0.43,63.6
Garver, Mitch,641598,MIN,SL,Slider,-3.2,-3,80,20.8,18,0.188,0.188,0.228,48,44.4,26.7,0.155,0.19,0.214,37.5
Camargo, Johan,622666,ATL,SIFT,Sinker,0,0,90,16.9,18,0.167,0.222,0.219,26.5,16.7,15.8,0.156,0.361,0.212,53.3
d'Arnaud, Travis,518595,ATL,CH,Changeup,5.3,3,52,7.7,18,0.389,0.611,0.431,26.7,22.2,17.4,0.289,0.446,0.314,71.4
Freeman, Freddie,518692,ATL,FC,Cutter,0.4,0,71,7,18,0.389,0.611,0.428,21.6,16.7,21.4,0.293,0.605,0.374,73.3
Markakis, Nick,455976,ATL,CH,Changeup,0.4,0,61,11.1,18,0.353,0.471,0.378,13,5.6,11.1,0.351,0.405,0.352,31.3
Albies, Ozzie,645277,ATL,SL,Slider,-1.6,-1,63,14.2,18,0.222,0.444,0.281,40,61.1,42.3,0.181,0.311,0.207,28.6
Riley, Austin,663586,ATL,CUKC,Curveball,5.7,4,69,8.9,18,0.294,1,0.533,27.6,33.3,21.4,0.345,1.059,0.575,72.7
Hechavarría, Adeiny,588751,ATL,SL,Slider,-4.6,-3,60,26.2,18,0.235,0.235,0.239,22.2,5.6,5,0.195,0.235,0.223,12.5
Acuña Jr., Ronald,660670,ATL,CH,Changeup,2.8,2,74,8.4,18,0.188,0.563,0.389,21.6,27.8,17.9,0.269,0.669,0.459,36.4
Freeman, Freddie,518692,ATL,CUKC,Curveball,7.7,5,70,6.9,18,0.25,0.75,0.439,23.3,16.7,13,0.299,0.713,0.448,46.2
Locastro, Tim,641796,ARI,CH,Changeup,0.5,0,60,18.9,18,0.25,0.375,0.317,13.3,11.1,15.4,0.276,0.319,0.312,0
Kelly, Carson,608348,ARI,CH,Changeup,-2.3,-1,49,9.7,18,0.167,0.222,0.169,17.9,11.1,10,0.233,0.37,0.259,25
Gallagher, Cam,595956,KC,FF,4-Seamer,-4.3,-3,81,33.2,18,0.125,0.188,0.197,27.8,38.9,25.9,0.148,0.17,0.201,11.1
Urshela, Gio,570482,NYY,CUKC,Curveball,5.4,3,59,9.3,18,0.313,0.563,0.444,44.8,22.2,19,0.385,0.481,0.45,41.7
Wade, Tyler,642180,NYY,SL,Slider,2.5,1,44,11.2,18,0.267,0.533,0.358,16,16.7,18.8,0.246,0.315,0.28,23.1
Torres, Gleyber,650402,NYY,CUKC,Curveball,0.6,1,87,13,18,0.2,0.2,0.267,40.7,16.7,10.3,0.181,0.207,0.259,25
Kelly, Carson,608348,ARI,SIFT,Sinker,-2.2,-2,80,15.8,18,0.188,0.188,0.228,22.6,22.2,26.7,0.195,0.232,0.244,25
Torres, Gleyber,650402,NYY,CH,Changeup,2.3,1,62,9.2,18,0.313,0.5,0.386,32.3,22.2,22.2,0.223,0.285,0.275,16.7
Meadows, Austin,640457,TB,SL,Slider,-2.9,-2,77,11.7,18,0.071,0.071,0.206,45.2,38.9,25.9,0.098,0.113,0.227,42.9
Brosseau, Mike,670712,TB,SL,Slider,-3.3,-2,60,15.9,18,0.071,0.071,0.206,35.7,27.8,27.8,0.133,0.2,0.264,11.1
Kemp, Tony,643393,OAK,CH,Changeup,-1.4,-1,86,21.1,18,0.214,0.214,0.267,27,16.7,16.7,0.26,0.302,0.323,0
Belt, Brandon,474832,SF,SIFT,Sinker,-0.8,-1,61,8.9,18,0.389,0.389,0.35,12.9,0,0,0.328,0.427,0.327,44.4
Pence, Hunter,452254,SF,FF,4-Seamer,-3.3,-3,85,43.1,18,0.067,0.2,0.206,23.7,16.7,13.6,0.227,0.525,0.377,50
DeJong, Paul,657557,STL,CH,Changeup,-5.7,-4,65,9.5,18,0.059,0.059,0.089,55.6,50,36,0.144,0.403,0.252,37.5
McCutchen, Andrew,457705,PHI,FC,Cutter,0.6,1,85,8.7,18,0.444,0.5,0.469,19.4,11.1,10,0.281,0.346,0.273,25
Grisham, Trent,663757,SD,CUKC,Curveball,4,3,79,7.5,18,0.4,0.667,0.497,11.5,11.1,6.5,0.374,0.645,0.474,46.2
Bruce, Jay,457803,PHI,CH,Changeup,-4.2,-3,60,14.5,18,0.111,0.278,0.211,52.9,33.3,26.1,0.19,0.319,0.217,33.3
Hoskins, Rhys,656555,PHI,CUKC,Curveball,0.7,1,104,13.5,18,0.222,0.5,0.35,22.2,38.9,24.1,0.237,0.412,0.27,36.4
Machado, Manny,592518,SD,FC,Cutter,3.2,2,58,6.2,18,0.313,0.75,0.469,36,16.7,17.6,0.344,0.611,0.436,53.8
